customer_id,gender,age,senior_citizen,married,tenure_in_months,contract,payment_method,monthly_charge,total_charges,satisfaction_score,churn_label
2665-NPTGL,Female,79,Yes,Yes,26,Two Year,Bank Withdrawal,98.1,2510.7,4,No
0442-ZXKVS,Female,79,Yes,Yes,54,One Year,Bank Withdrawal,115.6,6431.05,3,No
0575-CUQOV,Male,76,Yes,Yes,60,One Year,Bank Withdrawal,97.95,5867.0,4,No
5329-KRDTM,Male,73,Yes,Yes,72,Two Year,Credit Card,77.35,5396.25,4,No
0707-HOVVN,Female,79,Yes,No,70,Two Year,Bank Withdrawal,75.5,5212.65,4,No
9518-XXBXE,Male,80,Yes,Yes,10,Two Year,Bank Withdrawal,75.3,720.45,4,No
0423-UDIJQ,Male,74,Yes,No,9,Two Year,Mailed Check,49.2,447.9,4,No
9029-FEGVJ,Female,68,Yes,Yes,32,Two Year,Mailed Check,79.3,2570.0,3,No
8999-XXGNS,Female,70,Yes,Yes,72,One Year,Credit Card,105.75,7629.85,5,No
0471-ARVMX,Female,70,Yes,Yes,62,One Year,Bank Withdrawal,104.85,6312.9,3,No
7524-VRLPL,Male,71,Yes,No,69,Two Year,Credit Card,74.1,5031.0,3,No
4884-TVUQF,Female,80,Yes,No,57,Two Year,Credit Card,101.3,5779.6,4,No
8065-BVEPF,Male,80,Yes,No,65,Two Year,Bank Withdrawal,99.1,6496.15,4,No
6350-XFYGW,Male,80,Yes,No,4,Two Year,Bank Withdrawal,94.75,422.4,4,No
8755-IWJHN,Male,73,Yes,Yes,69,Two Year,Bank Withdrawal,95.35,6382.0,3,No
4480-QQRHC,Female,72,Yes,No,8,Two Year,Bank Withdrawal,74.05,600.15,3,No
0929-PECLO,Female,74,Yes,No,63,Two Year,Bank Withdrawal,89.6,5538.8,4,No
9470-YFUYI,Male,69,Yes,Yes,71,One Year,Bank Withdrawal,71.0,5012.1,3,No
7402-EYFXX,Male,65,Yes,No,26,Two Year,Bank Withdrawal,93.6,2404.1,5,No
1986-PHGZF,Male,73,Yes,No,18,Two Year,Credit Card,58.4,964.9,4,No
8024-XNAFQ,Female,66,Yes,No,72,Two Year,Bank Withdrawal,107.4,7748.75,4,No
2988-GBIVW,Female,68,Yes,Yes,70,Two Year,Bank Withdrawal,90.85,6470.1,4,No
5956-YHHRX,Male,75,Yes,No,21,Two Year,Bank Withdrawal,104.35,2271.85,5,No
6008-NAIXK,Male,72,Yes,No,54,One Year,Bank Withdrawal,55.45,2966.95,3,No
4007-NHVHI,Female,69,Yes,No,56,Two Year,Bank Withdrawal,96.85,5219.65,3,No
8979-CAMGB,Male,67,Yes,No,64,One Year,Bank Withdrawal,102.1,6688.1,5,No
7813-ZGGAW,Male,68,Yes,No,31,Two Year,Bank Withdrawal,96.6,2877.95,5,No
6583-KQJLK,Female,66,Yes,Yes,15,Two Year,Bank Withdrawal,94.65,1285.05,3,No
6139-ZZRBQ,Male,79,Yes,No,64,Two Year,Bank Withdrawal,20.05,1198.05,4,No
7594-LZNWR,Male,67,Yes,No,34,Two Year,Credit Card,69.15,2275.1,3,No
3996-ZNWYK,Male,77,Yes,Yes,71,Two Year,Credit Card,19.8,1388.45,4,No
8760-ZRHKE,Female,80,Yes,Yes,71,One Year,Bank Withdrawal,69.2,4982.5,4,No
5216-WASFJ,Female,68,Yes,Yes,31,Two Year,Bank Withdrawal,84.85,2633.4,3,No
4948-WBBKL,Female,80,Yes,No,36,Two Year,Bank Withdrawal,74.9,2659.45,3,No
8348-JLBUG,Male,77,Yes,Yes,64,One Year,Credit Card,80.3,5017.7,3,No
3339-EAQNV,Male,75,Yes,Yes,72,One Year,Credit Card,97.25,7133.1,5,No
5730-RIITO,Female,73,Yes,No,43,Two Year,Credit Card,33.45,1500.25,3,No
7515-LODFU,Male,67,Yes,No,69,Two Year,Credit Card,20.3,1356.3,3,No
8041-TMEID,Male,73,Yes,Yes,63,Two Year,Credit Card,108.5,6991.9,4,No
6941-KXRRV,Female,65,Yes,Yes,48,One Year,Bank Withdrawal,58.95,2789.7,3,No
4501-UYKBC,Female,65,Yes,No,46,One Year,Credit Card,69.1,3255.35,3,No
5304-EFJLP,Male,72,Yes,Yes,72,Two Year,Bank Withdrawal,111.65,8022.85,4,No
8875-AKBYH,Male,78,Yes,No,20,Two Year,Bank Withdrawal,84.35,1745.2,4,No
0533-UCAAU,Male,72,Yes,Yes,57,One Year,Credit Card,71.1,4140.1,5,No
1394-SUIUH,Female,70,Yes,Yes,44,Two Year,Bank Withdrawal,85.15,3670.5,4,No
8565-WUXZU,Male,77,Yes,Yes,72,Two Year,Credit Card,84.8,6141.65,4,No
2055-BFOCC,Male,65,Yes,Yes,63,One Year,Bank Withdrawal,84.0,5329.55,3,No
4584-LBNMK,Male,79,Yes,Yes,45,One Year,Credit Card,24.7,1174.35,4,No
3898-GUYTS,Female,71,Yes,No,45,Two Year,Bank Withdrawal,97.05,4385.05,3,No
3703-KBKZP,Male,70,Yes,No,16,Two Year,Bank Withdrawal,74.45,1261.35,5,No
5117-IFGPS,Male,73,Yes,Yes,29,Two Year,Bank Withdrawal,84.3,2357.75,3,No
2197-OMWGI,Female,65,Yes,Yes,68,Two Year,Bank Withdrawal,53.0,3656.25,4,No
7852-LECYP,Male,79,Yes,Yes,13,Two Year,Credit Card,93.8,1261.0,4,No
8595-SIZNC,Female,69,Yes,Yes,22,One Year,Bank Withdrawal,25.6,548.8,4,No
8920-NAVAY,Male,66,Yes,No,62,One Year,Bank Withdrawal,110.75,7053.35,5,No
9699-UBQFS,Female,76,Yes,Yes,43,Month-to-Month,Bank Withdrawal,94.5,4156.8,3,No
1261-FWTTE,Male,78,Yes,No,23,Month-to-Month,Bank Withdrawal,34.65,768.45,4,No
3528-HFRIQ,Male,73,Yes,Yes,71,Month-to-Month,Bank Withdrawal,52.3,3765.05,5,No
3320-VEOYC,Male,65,Yes,No,14,Month-to-Month,Bank Withdrawal,95.6,1273.3,3,No
9758-MFWGD,Female,75,Yes,Yes,48,One Year,Bank Withdrawal,29.9,1388.75,5,No
1360-JYXKQ,Female,68,Yes,Yes,54,One Year,Bank Withdrawal,99.1,5437.1,5,No
6925-BAYGL,Female,79,Yes,Yes,53,Two Year,Credit Card,25.1,1275.6,3,No
4135-FRWKJ,Female,66,Yes,Yes,55,One Year,Bank Withdrawal,76.25,4154.55,3,No
6551-ZCOTS,Male,73,Yes,No,33,One Year,Bank Withdrawal,24.9,847.8,4,No
5995-SNNEW,Male,80,Yes,Yes,23,Month-to-Month,Bank Withdrawal,104.45,2184.85,5,No
5371-VYLSX,Female,65,Yes,No,50,Month-to-Month,Bank Withdrawal,83.4,4113.7,3,No
4128-ETESU,Female,73,Yes,Yes,47,Month-to-Month,Bank Withdrawal,99.7,4747.2,3,No
3295-YVUSR,Male,73,Yes,No,2,Month-to-Month,Mailed Check,72.6,154.3,3,No
8016-NCFVO,Male,70,Yes,No,55,Month-to-Month,Bank Withdrawal,116.5,6382.55,4,No
4119-ZYPZY,Male,67,Yes,No,71,Two Year,Bank Withdrawal,106.8,7623.2,3,No
1078-TDCRN,Female,75,Yes,Yes,3,Month-to-Month,Bank Withdrawal,30.75,82.85,5,No
5439-WIKXB,Male,65,Yes,Yes,41,Month-to-Month,Bank Withdrawal,94.55,3851.45,3,No
2080-CAZNM,Female,78,Yes,No,41,Month-to-Month,Bank Withdrawal,104.4,4133.95,5,No
1028-FFNJK,Male,79,Yes,Yes,30,Month-to-Month,Bank Withdrawal,101.5,2917.65,5,No
3001-UNBTL,Male,69,Yes,Yes,29,Month-to-Month,Bank Withdrawal,103.95,2964.8,4,No
0786-IVLAW,Female,72,Yes,No,66,One Year,Bank Withdrawal,108.1,7238.6,3,No
4282-ACRXS,Male,69,Yes,Yes,38,Month-to-Month,Bank Withdrawal,24.85,955.75,3,No
7668-XCFYV,Female,77,Yes,Yes,17,Month-to-Month,Bank Withdrawal,92.55,1614.7,3,No
5336-UFNZP,Female,65,Yes,Yes,65,One Year,Bank Withdrawal,107.45,7047.5,4,No
9233-PSYHO,Female,68,Yes,No,45,One Year,Bank Withdrawal,100.15,4459.8,4,No
8777-MBMTS,Female,65,Yes,Yes,65,Two Year,Credit Card,105.85,6725.5,4,No
2615-YVMYX,Male,68,Yes,Yes,71,Month-to-Month,Bank Withdrawal,107.5,7713.55,3,No
2851-STERV,Male,79,Yes,No,35,One Year,Bank Withdrawal,73.0,2471.25,4,No
5419-JKZNQ,Male,65,Yes,Yes,30,Month-to-Month,Mailed Check,77.9,2351.45,3,No
1409-PHXTF,Male,77,Yes,Yes,54,Two Year,Bank Withdrawal,110.45,6077.75,4,No
9591-YVTEB,Male,77,Yes,No,55,Month-to-Month,Bank Withdrawal,44.85,2479.05,3,No
9309-BZGNT,Male,69,Yes,Yes,69,One Year,Credit Card,29.8,2134.3,3,No
8075-GXIUB,Male,79,Yes,Yes,9,One Year,Credit Card,19.85,183.15,3,No
6723-WSNTY,Female,73,Yes,Yes,66,One Year,Credit Card,108.1,7181.95,3,No
2144-BFDSO,Female,70,Yes,Yes,50,Month-to-Month,Bank Withdrawal,108.75,5431.9,3,No
5647-FXOTP,Female,71,Yes,Yes,60,Month-to-Month,Bank Withdrawal,105.9,6401.25,5,No
6078-VESFR,Male,78,Yes,Yes,13,Month-to-Month,Bank Withdrawal,70.45,849.1,5,No
9866-OCCKE,Female,73,Yes,Yes,72,Two Year,Mailed Check,109.75,8075.35,4,No
2786-GCDPI,Female,75,Yes,No,50,Month-to-Month,Bank Withdrawal,104.95,5222.35,5,No
3733-UOCWF,Male,78,Yes,Yes,61,One Year,Bank Withdrawal,85.55,5251.75,4,No
8490-BXHEO,Male,67,Yes,No,18,Month-to-Month,Credit Card,80.55,1411.65,5,No
7173-TETGO,Female,66,Yes,Yes,72,Two Year,Bank Withdrawal,78.5,5602.25,3,No
6435-VWCCY,Male,71,Yes,Yes,65,Two Year,Credit Card,92.7,5968.4,3,No
6726-NNFWD,Female,74,Yes,Yes,71,Two Year,Credit Card,89.45,6435.25,4,No
7856-GANIL,Male,71,Yes,Yes,45,One Year,Bank Withdrawal,98.7,4525.8,3,No
0248-PGHBZ,Female,69,Yes,No,67,Two Year,Bank Withdrawal,92.45,6140.85,4,No
7472-EQOAV,Male,76,Yes,Yes,71,One Year,Bank Withdrawal,86.7,6179.35,3,No
5985-BEHZK,Female,78,Yes,Yes,72,One Year,Credit Card,105.0,7578.05,5,No
9279-CJEOJ,Female,77,Yes,No,21,Month-to-Month,Bank Withdrawal,95.4,2025.1,4,No
8029-XYPWT,Male,72,Yes,Yes,71,Two Year,Bank Withdrawal,115.05,8016.6,4,No
6646-JPPHA,Female,76,Yes,No,14,Month-to-Month,Bank Withdrawal,78.85,1043.8,3,No
7658-UYUQS,Male,71,Yes,Yes,21,Month-to-Month,Bank Withdrawal,86.55,1857.25,5,No
8746-BFOAJ,Male,79,Yes,No,21,One Year,Bank Withdrawal,20.5,429.55,4,No
8023-QHAIO,Female,72,Yes,Yes,56,Month-to-Month,Bank Withdrawal,76.85,4275.75,3,No
8133-ANHHJ,Female,77,Yes,No,49,One Year,Bank Withdrawal,103.0,5166.2,4,No
1707-HABPF,Female,65,Yes,No,46,One Year,Bank Withdrawal,91.3,4126.35,4,No
6847-KJLTS,Female,72,Yes,Yes,58,Month-to-Month,Bank Withdrawal,100.4,5749.8,5,No
4619-EVPHY,Female,65,Yes,Yes,20,One Year,Bank Withdrawal,91.0,1859.5,5,No
4462-CYWMH,Male,65,Yes,Yes,62,Month-to-Month,Bank Withdrawal,89.8,5629.55,3,No
9334-GWGOW,Male,68,Yes,Yes,7,Month-to-Month,Bank Withdrawal,74.85,485.25,4,No
4291-HYEBC,Female,76,Yes,Yes,28,One Year,Bank Withdrawal,39.1,1096.6,3,No
1576-PFZIW,Male,70,Yes,Yes,70,Two Year,Credit Card,105.35,7511.9,4,No
0147-ESWWR,Female,73,Yes,Yes,39,Month-to-Month,Bank Withdrawal,101.25,3949.15,4,No
1217-VASWC,Male,77,Yes,Yes,43,One Year,Bank Withdrawal,100.55,4304.0,4,No
2522-WLNSF,Female,74,Yes,Yes,34,One Year,Bank Withdrawal,64.2,2106.3,4,No
5327-XOKKY,Male,79,Yes,Yes,72,Two Year,Credit Card,73.45,5329.0,3,No
3312-ZWLGF,Male,69,Yes,Yes,29,Month-to-Month,Bank Withdrawal,79.3,2414.55,5,No
0795-XCCTE,Male,80,Yes,No,72,Two Year,Bank Withdrawal,25.4,1809.35,3,No
7072-MBHEV,Female,77,Yes,Yes,11,Month-to-Month,Credit Card,78.1,864.85,5,No
8050-DVOJX,Male,67,Yes,No,49,Two Year,Credit Card,81.35,4060.9,4,No
8169-SAEJD,Male,79,Yes,Yes,69,Two Year,Credit Card,56.55,3952.65,3,No
1580-BMCMR,Male,66,Yes,No,19,Month-to-Month,Bank Withdrawal,87.3,1637.3,3,No
4199-QHJNM,Male,72,Yes,Yes,67,Two Year,Bank Withdrawal,102.9,6989.7,3,No
5135-GRQJV,Male,75,Yes,Yes,72,Two Year,Mailed Check,114.5,8331.95,3,No
2384-OVPSA,Female,65,Yes,No,38,Two Year,Mailed Check,20.2,735.9,3,No
1371-WEPDS,Male,71,Yes,Yes,40,One Year,Bank Withdrawal,55.8,2283.3,3,No
3349-ANQNH,Female,70,Yes,No,59,One Year,Bank Withdrawal,99.5,5890.0,5,No
5937-EORGB,Male,79,Yes,Yes,15,Month-to-Month,Bank Withdrawal,96.5,1392.25,4,No
5539-HIVAK,Female,79,Yes,Yes,28,Month-to-Month,Mailed Check,25.7,734.6,4,No
4583-PARNH,Male,66,Yes,Yes,16,Month-to-Month,Bank Withdrawal,91.55,1540.05,5,No
1421-HCERK,Male,75,Yes,Yes,30,Month-to-Month,Bank Withdrawal,105.7,3181.8,5,No
0716-BQNDX,Male,77,Yes,No,57,Two Year,Bank Withdrawal,93.75,5625.55,3,No
1162-ECVII,Male,66,Yes,Yes,72,Two Year,Bank Withdrawal,109.75,7932.5,4,No
8695-ARGXZ,Male,66,Yes,Yes,34,Month-to-Month,Bank Withdrawal,75.55,2425.4,5,No
1697-NVVGY,Male,71,Yes,Yes,19,Month-to-Month,Bank Withdrawal,66.4,1286.05,4,No
9112-WSNPU,Female,65,Yes,No,35,Month-to-Month,Bank Withdrawal,70.55,2419.0,4,No
4976-LNFVV,Male,65,Yes,Yes,19,Month-to-Month,Credit Card,34.3,577.15,5,No
2077-MPJQO,Male,80,Yes,Yes,7,Month-to-Month,Bank Withdrawal,75.4,533.05,4,No
1480-IVEVR,Male,76,Yes,Yes,35,One Year,Bank Withdrawal,81.6,2815.25,3,No
4118-CEVPF,Female,74,Yes,No,35,One Year,Bank Withdrawal,110.8,3836.3,3,No
2428-HYUNX,Male,74,Yes,Yes,44,Two Year,Credit Card,19.35,847.25,5,No
9693-XMUOB,Male,65,Yes,Yes,59,Month-to-Month,Bank Withdrawal,50.25,2997.45,4,No
1635-NZATJ,Male,80,Yes,Yes,71,Two Year,Credit Card,25.45,1789.65,5,No
9943-VSZUV,Male,75,Yes,No,67,Month-to-Month,Mailed Check,75.7,5060.85,4,No
9355-NPPFS,Female,70,Yes,No,26,Month-to-Month,Bank Withdrawal,78.8,2006.1,3,No
5828-DWPIL,Male,68,Yes,Yes,62,Month-to-Month,Bank Withdrawal,89.1,5618.3,4,No
2931-FSOHN,Male,76,Yes,No,13,Month-to-Month,Bank Withdrawal,59.9,788.35,5,No
9971-ZWPBF,Male,70,Yes,Yes,34,Month-to-Month,Bank Withdrawal,108.9,3625.2,3,No
8421-WZOOW,Female,75,Yes,Yes,57,Month-to-Month,Credit Card,95.3,5567.45,3,No
2957-JIRMN,Female,69,Yes,No,62,One Year,Bank Withdrawal,84.45,4959.15,4,No
5271-DBYSJ,Male,80,Yes,No,11,Month-to-Month,Credit Card,79.15,827.7,5,No
3915-ODIYG,Male,72,Yes,No,60,One Year,Bank Withdrawal,71.75,4374.55,3,No
5671-UUNXD,Female,79,Yes,Yes,50,One Year,Bank Withdrawal,100.65,5189.75,3,No
4698-KVLLG,Female,66,Yes,No,51,Two Year,Credit Card,19.6,967.9,5,No
0282-NVSJS,Female,70,Yes,Yes,12,Month-to-Month,Mailed Check,29.3,355.9,4,No
7537-CBQUZ,Male,68,Yes,No,63,Month-to-Month,Bank Withdrawal,109.4,7031.45,3,No
4750-UKWJK,Female,77,Yes,Yes,37,One Year,Mailed Check,19.6,727.8,4,No
4884-ZTHVF,Female,80,Yes,No,8,Month-to-Month,Bank Withdrawal,87.1,713.6,5,No
3055-OYMSE,Female,75,Yes,No,53,Month-to-Month,Credit Card,73.8,4003.85,3,No
1468-DEFNC,Male,69,Yes,Yes,64,Two Year,Bank Withdrawal,24.4,1548.65,3,No
9605-WGJVW,Female,69,Yes,No,1,Month-to-Month,Bank Withdrawal,70.2,70.2,5,No
4627-MIHJH,Female,72,Yes,No,69,Two Year,Credit Card,110.25,7467.55,3,No
5553-AOINX,Female,67,Yes,Yes,66,One Year,Bank Withdrawal,104.9,6891.45,4,No
3258-SANFR,Male,69,Yes,No,6,Month-to-Month,Credit Card,44.7,276.5,3,No
4833-QTJNO,Male,66,Yes,Yes,67,Month-to-Month,Bank Withdrawal,83.85,5588.8,3,No
2322-VCZHZ,Male,70,Yes,Yes,23,Month-to-Month,Bank Withdrawal,90.0,2024.1,3,No
6383-ZTSIW,Female,77,Yes,Yes,39,One Year,Mailed Check,99.1,3877.95,3,No
0118-JPNOY,Female,71,Yes,No,26,Month-to-Month,Credit Card,85.8,2193.65,3,No
9000-PLFUZ,Female,70,Yes,Yes,60,Two Year,Credit Card,49.45,2907.55,3,No
7779-ORAEL,Male,77,Yes,Yes,45,Two Year,Credit Card,75.15,3480.35,3,No
0644-OQMDK,Male,69,Yes,No,4,Month-to-Month,Bank Withdrawal,70.65,293.85,4,No
1658-XUHBX,Female,75,Yes,Yes,59,Month-to-Month,Credit Card,88.75,5348.65,3,No
2378-HTWFW,Male,78,Yes,No,35,Month-to-Month,Credit Card,91.0,3180.5,3,No
3719-TDVQB,Female,68,Yes,Yes,54,Two Year,Mailed Check,18.95,1031.1,4,No
0201-MIBOL,Female,68,Yes,No,66,Two Year,Bank Withdrawal,102.4,6471.85,3,No
8495-PRWFH,Female,66,Yes,No,42,Month-to-Month,Bank Withdrawal,55.65,2421.75,4,No
0439-IFYUN,Female,78,Yes,No,18,Month-to-Month,Bank Withdrawal,74.7,1294.6,4,No
6458-CYIDZ,Female,72,Yes,No,5,Month-to-Month,Bank Withdrawal,80.7,374.8,4,No
1932-UEDCX,Male,79,Yes,Yes,33,Month-to-Month,Bank Withdrawal,100.6,3270.25,4,No
5188-HGMLP,Male,73,Yes,Yes,54,Month-to-Month,Bank Withdrawal,74.0,3919.15,5,No
5331-RGMTT,Male,67,Yes,Yes,54,Month-to-Month,Credit Card,99.05,5295.7,5,No
4476-OSWTN,Male,73,Yes,Yes,69,One Year,Mailed Check,110.55,7610.1,3,No
6726-WEXXK,Male,72,Yes,Yes,27,One Year,Bank Withdrawal,85.9,2220.1,3,No
4023-RTIQM,Female,72,Yes,Yes,31,One Year,Credit Card,50.4,1580.1,3,No
7872-RDDLZ,Female,68,Yes,No,67,Month-to-Month,Bank Withdrawal,54.9,3725.5,4,No
3162-KKZXO,Female,75,Yes,No,55,One Year,Bank Withdrawal,100.15,5409.75,4,No
8904-OPDCK,Male,76,Yes,Yes,54,Month-to-Month,Bank Withdrawal,24.95,1364.75,3,No
6048-QBXKL,Female,68,Yes,No,2,Month-to-Month,Credit Card,56.55,118.25,4,No
6734-FQAJX,Male,65,Yes,No,67,Two Year,Bank Withdrawal,105.05,7171.7,4,No
2378-VTKDH,Male,76,Yes,Yes,65,Month-to-Month,Bank Withdrawal,104.35,6578.55,5,No
2974-GGUXS,Female,74,Yes,Yes,36,Month-to-Month,Credit Card,91.95,3301.05,5,No
7994-XIRTR,Male,79,Yes,No,54,One Year,Bank Withdrawal,65.25,3529.95,4,No
5298-GSTLM,Female,74,Yes,No,60,One Year,Bank Withdrawal,101.4,6176.6,4,No
6121-TNHBO,Female,71,Yes,No,63,One Year,Bank Withdrawal,83.0,5243.05,3,No
5119-NZPTV,Male,70,Yes,Yes,2,Month-to-Month,Bank Withdrawal,70.1,141.65,4,No
3865-ZYKAD,Male,77,Yes,Yes,69,Month-to-Month,Credit Card,84.9,5785.65,3,No
2205-LPVGL,Male,71,Yes,Yes,58,One Year,Bank Withdrawal,89.85,5125.75,3,No
4868-AADLV,Male,77,Yes,Yes,66,One Year,Bank Withdrawal,116.25,7862.25,3,No
3256-EZDBI,Male,71,Yes,Yes,51,Month-to-Month,Credit Card,29.45,1459.35,4,No
4726-DLWQN,Male,69,Yes,No,50,Month-to-Month,Bank Withdrawal,70.35,3454.6,3,No
3518-FSTWG,Male,67,Yes,Yes,72,Two Year,Bank Withdrawal,109.55,7920.7,3,No
0230-UBYPQ,Male,76,Yes,Yes,63,One Year,Bank Withdrawal,36.1,2298.9,3,No
1763-KUAAW,Female,77,Yes,No,18,One Year,Bank Withdrawal,20.35,369.6,4,No
1104-TNLZA,Male,67,Yes,Yes,28,Month-to-Month,Bank Withdrawal,105.8,2998.0,3,No
5195-KPUNQ,Female,72,Yes,No,53,One Year,Credit Card,96.75,5206.55,4,No
3908-MKIMJ,Male,79,Yes,Yes,68,Two Year,Bank Withdrawal,41.95,2965.75,3,No
6969-MVBAI,Female,66,Yes,No,9,Month-to-Month,Bank Withdrawal,90.1,816.8,5,No
2453-SAFNS,Female,68,Yes,No,54,One Year,Credit Card,72.1,3886.05,5,No
7426-GSWPO,Male,78,Yes,No,64,Month-to-Month,Bank Withdrawal,103.5,6548.65,3,No
4909-JOUPP,Male,76,Yes,Yes,72,Two Year,Credit Card,109.7,7898.45,4,No
6437-UDQJM,Female,72,Yes,Yes,72,Two Year,Credit Card,84.1,6129.65,3,No
1226-IENZN,Male,68,Yes,No,16,Month-to-Month,Bank Withdrawal,78.75,1218.25,4,No
3411-WLRSQ,Female,80,Yes,Yes,3,Month-to-Month,Bank Withdrawal,74.6,239.05,5,No
0822-QGCXA,Female,76,Yes,Yes,27,Month-to-Month,Bank Withdrawal,83.85,2310.2,5,No
3588-WSTTJ,Female,78,Yes,No,35,Month-to-Month,Bank Withdrawal,99.05,3554.6,4,No
3798-EPWRR,Female,74,Yes,No,2,Month-to-Month,Bank Withdrawal,43.95,85.1,5,No
2452-MRMZF,Female,70,Yes,Yes,72,Two Year,Credit Card,25.7,1937.4,3,No
4989-LIXVT,Male,66,Yes,No,68,Month-to-Month,Bank Withdrawal,95.9,6503.2,3,No
5481-NTDOH,Female,67,Yes,Yes,67,One Year,Credit Card,107.05,7142.5,3,No
0749-IRGQE,Female,68,Yes,Yes,13,Month-to-Month,Bank Withdrawal,45.3,528.45,4,No
1754-GKYPY,Male,65,Yes,Yes,22,Month-to-Month,Bank Withdrawal,89.75,1938.9,3,No
1591-MQJTP,Male,76,Yes,Yes,51,One Year,Bank Withdrawal,93.65,4839.15,4,No
7471-MQPOS,Male,74,Yes,Yes,71,One Year,Bank Withdrawal,72.9,5139.65,4,No
3259-KNMRR,Male,72,Yes,No,57,Two Year,Bank Withdrawal,79.75,4438.2,4,No
6120-RJKLU,Female,69,Yes,Yes,62,Two Year,Credit Card,79.95,4819.75,4,No
4323-OHFOW,Female,72,Yes,Yes,70,One Year,Bank Withdrawal,105.55,7195.35,4,No
6563-VNPMN,Female,80,Yes,No,45,Month-to-Month,Bank Withdrawal,85.7,3778.1,4,No
2267-WTPYD,Female,77,Yes,Yes,57,Month-to-Month,Credit Card,94.0,5438.95,5,No
9129-UXERG,Female,65,Yes,No,18,Month-to-Month,Credit Card,103.6,1806.35,4,No
6229-LSCKB,Male,69,Yes,No,6,Month-to-Month,Bank Withdrawal,79.7,497.6,5,No
6127-IYJOZ,Male,71,Yes,No,1,Month-to-Month,Credit Card,45.85,45.85,5,No
8065-QBYTO,Female,68,Yes,No,71,One Year,Credit Card,99.65,7181.25,4,No
7921-LMDFQ,Male,69,Yes,No,51,One Year,Bank Withdrawal,94.0,4905.75,4,No
5820-PTRYM,Female,75,Yes,Yes,56,One Year,Credit Card,68.45,4014.0,4,No
6211-WHMYA,Female,77,Yes,No,64,Month-to-Month,Bank Withdrawal,43.85,2751.0,5,No
3454-JFUBC,Male,66,Yes,No,68,Two Year,Credit Card,20.0,1396.0,5,No
2451-YMUXS,Male,79,Yes,No,67,Two Year,Bank Withdrawal,64.55,4250.1,3,No
4690-PKDQG,Female,66,Yes,Yes,42,Month-to-Month,Bank Withdrawal,95.55,3930.6,3,No
7789-CRUVC,Female,77,Yes,Yes,61,Month-to-Month,Credit Card,94.2,5895.45,3,No
9972-VAFJJ,Female,77,Yes,Yes,53,One Year,Bank Withdrawal,94.0,4871.45,3,No
5981-ZVXOT,Female,72,Yes,No,35,One Year,Bank Withdrawal,108.35,3726.15,3,No
2274-XUATA,Male,78,Yes,Yes,72,Two Year,Bank Withdrawal,63.1,4685.55,3,No
0666-UXTJO,Male,80,Yes,Yes,34,Month-to-Month,Credit Card,85.2,2874.45,5,No
1035-IPQPU,Female,77,Yes,Yes,63,Month-to-Month,Bank Withdrawal,103.5,6479.4,4,No
2235-DWLJU,Female,75,Yes,No,6,Month-to-Month,Bank Withdrawal,44.4,263.05,5,No
3605-JISKB,Male,67,Yes,Yes,55,One Year,Credit Card,60.0,3316.1,4,No
3668-QPYBK,Male,37,No,No,2,Month-to-Month,Credit Card,53.85,108.15,1,Yes
9237-HQITU,Female,19,No,No,2,Month-to-Month,Bank Withdrawal,70.7,151.65,2,Yes
9305-CDSKC,Female,31,No,No,8,Month-to-Month,Bank Withdrawal,99.65,820.5,3,Yes
7892-POOKP,Female,23,No,Yes,28,Month-to-Month,Bank Withdrawal,104.8,3046.05,3,Yes
0280-XJGEX,Male,38,No,No,49,Month-to-Month,Bank Withdrawal,103.7,5036.3,1,Yes
4190-MFLUW,Female,21,No,Yes,10,Month-to-Month,Credit Card,55.2,528.35,1,Yes
1066-JKSGK,Male,29,No,No,1,Month-to-Month,Credit Card,20.15,20.15,1,Yes
6467-CHFZW,Male,61,No,Yes,47,Month-to-Month,Bank Withdrawal,99.35,4749.15,1,Yes
8665-UTDHZ,Male,27,No,Yes,1,Month-to-Month,Bank Withdrawal,30.2,30.2,1,Yes
8773-HHUOZ,Female,20,No,No,17,Month-to-Month,Credit Card,64.7,1093.1,1,Yes
6047-YHPVI,Male,56,No,No,5,Month-to-Month,Bank Withdrawal,69.7,316.9,1,Yes
5380-WJKOV,Male,51,No,No,34,Month-to-Month,Bank Withdrawal,106.35,3549.25,2,Yes
8168-UQWWF,Female,48,No,No,11,Month-to-Month,Bank Withdrawal,97.85,1105.4,3,Yes
7760-OYPDY,Female,32,No,No,2,Month-to-Month,Bank Withdrawal,80.65,144.15,1,Yes
9420-LOJKX,Female,34,No,No,15,Month-to-Month,Credit Card,99.1,1426.4,1,Yes
5698-BQJOH,Female,41,No,No,9,Month-to-Month,Bank Withdrawal,94.4,857.25,3,Yes
5919-TMRGD,Female,32,No,No,1,Month-to-Month,Bank Withdrawal,79.35,79.35,1,Yes
9191-MYQKX,Female,34,No,Yes,7,Month-to-Month,Bank Withdrawal,75.15,496.9,1,Yes
8637-XJIVR,Female,34,No,No,12,Month-to-Month,Bank Withdrawal,78.95,927.35,1,Yes
0278-YXOOG,Male,30,No,No,5,Month-to-Month,Credit Card,21.05,113.85,3,Yes
3192-NQECA,Male,26,No,Yes,68,Two Year,Bank Withdrawal,110.0,7611.85,2,Yes
0486-HECZI,Male,37,No,Yes,55,Month-to-Month,Bank Withdrawal,96.75,5238.9,1,Yes
5299-RULOA,Female,62,No,Yes,10,Month-to-Month,Bank Withdrawal,100.25,1064.65,2,Yes
